"No.","Time","Source","Destination","Protocol","Length","Info"
"635","1.640921","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"636","1.640988","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"637","1.646606","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"638","1.646606","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"639","1.646647","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=211097 Ack=78280 Win=8212 Len=0"
"640","1.646766","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"641","1.649918","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=78280 Ack=211097 Win=1025 Len=0"
"642","1.649918","159.180.236.246","192.168.1.12","TLSv1.2","539","Application Data"
"643","1.650588","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"644","1.658955","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=78765 Ack=211350 Win=1025 Len=0"
"645","1.660697","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"646","1.660747","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"647","1.660762","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"648","1.660776","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"649","1.661134","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"650","1.668955","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=78765 Ack=214198 Win=1025 Len=0"
"651","1.668955","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=78765 Ack=216343 Win=1025 Len=0"
"652","1.668955","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"653","1.677805","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"654","1.677805","159.180.236.246","192.168.1.12","TLSv1.2","320","Application Data"
"655","1.677847","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=216534 Ack=80478 Win=8212 Len=0"
"656","1.677984","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"657","1.681229","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"658","1.681296","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"659","1.681332","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"660","1.681379","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"661","1.681406","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"662","1.689935","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=80478 Ack=218030 Win=1025 Len=0"
"663","1.689935","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=80478 Ack=220878 Win=1025 Len=0"
"664","1.689935","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=80478 Ack=221805 Win=1025 Len=0"
"665","1.689935","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"666","1.699003","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"667","1.699003","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"668","1.699044","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=221805 Ack=82188 Win=8212 Len=0"
"669","1.699148","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"670","1.703617","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"671","1.703653","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"672","1.703669","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"673","1.703683","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"674","1.703695","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"675","1.711926","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=82188 Ack=223301 Win=1025 Len=0"
"676","1.711926","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=82188 Ack=226149 Win=1025 Len=0"
"677","1.711926","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=82188 Ack=227061 Win=1025 Len=0"
"678","1.711926","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"679","1.720304","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"680","1.720304","159.180.236.246","192.168.1.12","TLSv1.2","319","Application Data"
"681","1.720357","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=227061 Ack=83900 Win=8212 Len=0"
"682","1.720532","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"683","1.726234","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"684","1.726347","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"685","1.726416","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"686","1.726470","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"687","1.726470","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"688","1.726470","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"689","1.726535","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"690","1.726750","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"691","1.727634","192.168.1.12","159.180.236.246","TLSv1.2","1008","Application Data"
"692","1.734903","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=84056 Ack=228557 Win=1025 Len=0"
"693","1.734903","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=84056 Ack=231405 Win=1025 Len=0"
"694","1.734903","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=84056 Ack=232404 Win=1025 Len=0"
"695","1.734903","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"696","1.734903","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"697","1.734903","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"698","1.734982","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=233358 Ack=84272 Win=8211 Len=0"
"699","1.740709","Sagemcom_02:9b:34","Broadcast","0x7373","121","Ethernet II"
"700","1.743827","159.180.236.246","192.168.1.12","TLSv1.2","635","Application Data"
"701","1.743827","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"702","1.743827","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"703","1.743904","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=233358 Ack=86491 Win=8212 Len=0"
"704","1.744221","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"705","1.744734","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"706","1.744827","192.168.1.12","159.180.236.246","TLSv1.2","283","Application Data"
"707","1.753017","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=86491 Ack=233611 Win=1025 Len=0"
"708","1.756719","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"709","1.756773","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"710","1.756790","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"711","1.756804","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"712","1.756983","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"713","1.757092","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"714","1.765307","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=86563 Ack=236688 Win=1025 Len=0"
"715","1.765307","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=86563 Ack=238833 Win=1025 Len=0"
"716","1.765307","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"717","1.773593","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"718","1.773593","159.180.236.246","192.168.1.12","TLSv1.2","205","Application Data"
"719","1.773593","159.180.236.246","192.168.1.12","TLSv1.2","286","Application Data"
"720","1.773693","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=239024 Ack=88393 Win=8212 Len=0"
"721","1.773884","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"722","1.788205","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"723","1.788366","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"724","1.788438","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"725","1.788490","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"726","1.788868","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"727","1.797608","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=88393 Ack=240520 Win=1025 Len=0"
"728","1.797608","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=88393 Ack=243368 Win=1025 Len=0"
"729","1.797608","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=88393 Ack=244295 Win=1025 Len=0"
"730","1.797608","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"731","1.797608","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"732","1.797706","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=244295 Ack=88537 Win=8211 Len=0"
"733","1.806109","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"734","1.806109","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"735","1.806179","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=244295 Ack=90175 Win=8212 Len=0"
"736","1.806395","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"737","1.823820","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"738","1.823973","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"739","1.824018","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"740","1.824056","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"741","1.824634","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"742","1.827007","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"743","1.833846","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=90175 Ack=245791 Win=1025 Len=0"
"744","1.833846","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=90175 Ack=248639 Win=1025 Len=0"
"745","1.833846","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=90175 Ack=249623 Win=1025 Len=0"
"746","1.834856","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"747","1.846641","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"748","1.846641","159.180.236.246","192.168.1.12","TLSv1.2","316","Application Data"
"749","1.846695","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=249623 Ack=91884 Win=8212 Len=0"
"750","1.846884","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"751","1.850323","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"752","1.850386","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"753","1.850420","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"754","1.850448","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"755","1.850474","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"756","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"757","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"758","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"759","1.859233","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=96156 Ack=254689 Win=1025 Len=0"
"760","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","321","Application Data"
"761","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"762","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","461","Application Data"
"763","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","1342","Application Data"
"764","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"765","1.859233","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"766","1.859361","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=254894 Ack=99686 Win=8212 Len=0"
"767","1.859999","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"768","1.860049","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"769","1.860068","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"770","1.861567","192.168.1.12","159.180.236.246","TLSv1.2","161","Application Data"
"771","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"772","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"773","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"774","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","321","Application Data"
"775","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"776","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"777","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"778","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","321","Application Data"
"779","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"780","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"781","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"782","1.863750","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"783","1.864034","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=255217 Ack=114460 Win=8212 Len=0"
"784","1.864120","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"785","1.864171","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"786","1.864194","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"787","1.864215","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"788","1.864233","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"789","1.864251","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"790","1.864274","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"791","1.864294","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"792","1.864311","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"793","1.864328","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"794","1.864345","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"795","1.864385","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"796","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"797","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1242","Application Data"
"798","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"799","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","709","Application Data"
"800","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"801","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"802","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","1457","Application Data"
"803","1.866255","159.180.236.246","192.168.1.12","TLSv1.2","157","Application Data"
"804","1.866329","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=256081 Ack=123505 Win=8212 Len=0"
"805","1.866545","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"806","1.866593","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"807","1.866614","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"808","1.866634","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"809","1.866651","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"810","1.866669","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"811","1.866710","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"812","1.868980","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=123505 Ack=255110 Win=1025 Len=0"
"813","1.868980","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"814","1.868980","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"815","1.869034","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=256585 Ack=125143 Win=8212 Len=0"
"816","1.869190","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"817","1.875079","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=125143 Ack=256585 Win=1025 Len=0"
"818","1.878593","159.180.236.246","192.168.1.12","TLSv1.2","386","Application Data"
"819","1.880693","192.168.1.12","159.180.236.246","TLSv1.2","206","Application Data"
"820","1.881611","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"821","1.881879","192.168.1.12","159.180.236.246","TLSv1.2","147","Application Data"
"822","1.881996","192.168.1.12","159.180.236.246","TLSv1.2","1329","Application Data"
"823","1.884670","159.180.236.246","192.168.1.12","TLSv1.2","555","Application Data"
"824","1.890362","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"825","1.890436","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=125976 Ack=258233 Win=1025 Len=0"
"826","1.890436","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=125976 Ack=259601 Win=1025 Len=0"
"827","1.890436","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"828","1.897997","159.180.236.246","192.168.1.12","TLSv1.2","295","Application Data"
"829","1.898042","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=259782 Ack=126289 Win=8208 Len=0"
"830","1.911500","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"831","1.911593","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"832","1.911623","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"833","1.911684","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"834","1.911929","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"835","1.920134","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=126289 Ack=261206 Win=1025 Len=0"
"836","1.920134","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=126289 Ack=264054 Win=1025 Len=0"
"837","1.920134","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=126289 Ack=264966 Win=1025 Len=0"
"838","1.920134","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"839","1.920134","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"840","1.920208","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=264966 Ack=126433 Win=8207 Len=0"
"841","1.927712","192.168.1.12","159.180.236.246","TLSv1.2","194","Application Data"
"842","1.927776","192.168.1.12","159.180.236.246","TLSv1.2","165","Application Data"
"843","1.928164","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"844","1.928164","159.180.236.246","192.168.1.12","TLSv1.2","326","Application Data"
"845","1.928244","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=265217 Ack=128080 Win=8212 Len=0"
"846","1.928304","192.168.1.12","159.180.236.246","TLSv1.2","203","Application Data"
"847","1.928464","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"848","1.931683","192.168.1.12","159.180.236.246","TLSv1.2","698","Application Data"
"849","1.936237","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=128080 Ack=265217 Win=1025 Len=0"
"850","1.936237","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=128080 Ack=265438 Win=1025 Len=0"
"851","1.936237","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"852","1.936237","159.180.236.246","192.168.1.12","TLSv1.2","165","Application Data"
"853","1.936389","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=266082 Ack=128263 Win=8211 Len=0"
"854","1.937297","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"855","1.937352","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"856","1.937378","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"857","1.937395","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"858","1.937411","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"859","1.940213","192.168.1.12","159.180.236.246","TLSv1.2","745","Application Data"
"860","1.941737","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"861","1.946046","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=128350 Ack=268930 Win=1025 Len=0"
"862","1.946046","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=128350 Ack=271076 Win=1025 Len=0"
"863","1.948978","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=128350 Ack=271972 Win=1025 Len=0"
"864","1.949761","192.168.1.12","159.180.236.246","TLSv1.2","193","Application Data"
"865","1.950109","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"866","1.951056","192.168.1.12","159.180.236.246","TLSv1.2","138","Application Data"
"867","1.951525","192.168.1.12","159.180.236.246","TLSv1.2","194","Application Data"
"868","1.951615","159.180.236.246","192.168.1.12","TLSv1.2","141","Application Data"
"869","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"870","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","294","Application Data"
"871","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"872","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","203","Application Data"
"873","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","157","Application Data"
"874","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"875","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"876","1.954180","159.180.236.246","192.168.1.12","TLSv1.2","1165","Application Data"
"877","1.954294","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=272407 Ack=134384 Win=8212 Len=0"
"878","1.954466","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"879","1.954497","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"880","1.954513","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"881","1.954525","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"882","1.955046","192.168.1.12","159.180.236.246","TLSv1.2","161","Application Data"
"883","1.955958","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"884","1.955958","159.180.236.246","192.168.1.12","TLSv1.2","934","Application Data"
"885","1.956002","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=272802 Ack=136688 Win=8212 Len=0"
"886","1.956259","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"887","1.956297","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"888","1.961643","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=136688 Ack=272267 Win=1025 Len=0"
"889","1.961643","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"890","1.961643","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"891","1.961643","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"892","1.961711","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=272946 Ack=138398 Win=8212 Len=0"
"893","1.961827","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"894","1.962886","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=138398 Ack=272802 Win=1025 Len=0"
"895","1.965215","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=138398 Ack=272946 Win=1025 Len=0"
"896","1.968949","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"897","1.969020","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"898","1.969037","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"899","1.969052","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"900","1.969068","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"901","1.969437","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"902","1.969437","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"903","1.969437","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"904","1.969437","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"905","1.969568","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=278202 Ack=144094 Win=8212 Len=0"
"906","1.969676","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"907","1.969702","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"908","1.969906","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"909","1.976080","159.180.236.246","192.168.1.12","TLSv1.2","134","Application Data"
"910","1.976283","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"911","1.977263","192.168.1.12","159.180.236.246","TLSv1.2","739","Application Data"
"912","1.978260","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=144174 Ack=275866 Win=1025 Len=0"
"913","1.978654","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=144174 Ack=278011 Win=1025 Len=0"
"914","1.978654","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=144174 Ack=278438 Win=1025 Len=0"
"915","1.978654","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"916","1.978654","159.180.236.246","192.168.1.12","TLSv1.2","1462","Application Data"
"917","1.978654","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"918","1.978654","159.180.236.246","192.168.1.12","TLSv1.2","523","Application Data"
"919","1.978694","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=279195 Ack=147547 Win=8212 Len=0"
"920","1.978849","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"921","1.979024","192.168.1.12","159.180.236.246","TLSv1.2","146","Application Data"
"922","1.979360","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"923","1.983451","159.180.236.246","192.168.1.12","TLSv1.2","227","Application Data"
"924","1.983451","159.180.236.246","192.168.1.12","TLSv1.2","136","Application Data"
"925","1.983506","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=279540 Ack=147802 Win=8211 Len=0"
"926","1.983847","192.168.1.12","159.180.236.246","TLSv1.2","149","Application Data"
"927","1.985954","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=147802 Ack=279195 Win=1025 Len=0"
"928","1.985954","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"929","1.985954","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"930","1.985954","159.180.236.246","192.168.1.12","TLSv1.2","337","Application Data"
"931","1.985954","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=149532 Ack=279359 Win=1025 Len=0"
