"No.","Time","Source","Destination","Protocol","Length","Info"
"1444","2.381393","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1445","2.381423","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1446","2.381449","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"1447","2.383407","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"1448","2.385240","159.180.236.246","192.168.1.12","TLSv1.2","191","Application Data"
"1449","2.385240","159.180.236.246","192.168.1.12","TLSv1.2","200","Application Data"
"1450","2.385240","159.180.236.246","192.168.1.12","TLSv1.2","157","Application Data"
"1451","2.385240","159.180.236.246","192.168.1.12","TLSv1.2","1161","Application Data"
"1452","2.385291","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=397763 Ack=219130 Win=8212 Len=0"
"1453","2.385495","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1454","2.392611","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=219130 Ack=392492 Win=1025 Len=0"
"1455","2.392611","159.180.236.246","192.168.1.12","TLSv1.2","175","Application Data"
"1456","2.392848","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","2001:861:8b90:b750:407f:f00e:1d83:9918","DNS","179","Standard query response 0x32bd A eyeota-match.dotomi.com CNAME bfp.global.dual.dotomi.weighted.com.akadns.net A 63.215.202.172"
"1457","2.392848","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","2001:861:8b90:b750:407f:f00e:1d83:9918","DNS","191","Standard query response 0x8f4a AAAA eyeota-match.dotomi.com CNAME bfp.global.dual.dotomi.weighted.com.akadns.net AAAA 2a02:fa8:8806:21::1690"
"1458","2.393232","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=219251 Ack=393988 Win=1025 Len=0"
"1459","2.393232","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=219251 Ack=396836 Win=1025 Len=0"
"1460","2.393232","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=219251 Ack=397763 Win=1025 Len=0"
"1461","2.393232","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1462","2.393232","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1463","2.393440","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=397835 Ack=219395 Win=8211 Len=0"
"1464","2.394276","192.168.1.12","159.180.236.246","TLSv1.2","149","Application Data"
"1465","2.394722","159.180.236.246","192.168.1.12","TLSv1.2","231","Application Data"
"1466","2.398898","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1467","2.398898","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"1468","2.398898","159.180.236.246","192.168.1.12","TLSv1.2","491","Application Data"
"1469","2.399073","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=397930 Ack=221647 Win=8212 Len=0"
"1470","2.399587","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1471","2.400310","192.168.1.12","159.180.236.246","TLSv1.2","138","Application Data"
"1472","2.401273","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"1473","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1197","Application Data"
"1474","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1475","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1476","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1477","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1478","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1479","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1480","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1252","Application Data"
"1481","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1482","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1483","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","1058","Application Data"
"1484","2.409711","159.180.236.246","192.168.1.12","TLSv1.2","164","Application Data"
"1485","2.409711","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=236494 Ack=398086 Win=1025 Len=0"
"1486","2.410207","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=398267 Ack=236494 Win=8212 Len=0"
"1487","2.410287","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1488","2.410330","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1489","2.410346","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1490","2.410359","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1491","2.410372","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1492","2.410385","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1493","2.411809","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1494","2.411848","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1495","2.411862","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1496","2.411875","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"1497","2.412328","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"1498","2.418838","159.180.236.246","192.168.1.12","TLSv1.2","134","Application Data"
"1499","2.418838","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=236574 Ack=398699 Win=1025 Len=0"
"1500","2.418838","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=236574 Ack=401547 Win=1025 Len=0"
"1501","2.418838","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=236574 Ack=403692 Win=1025 Len=0"
"1502","2.419178","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1503","2.420601","192.168.1.12","159.180.236.246","TLSv1.2","669","Application Data"
"1504","2.421219","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1505","2.421219","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1506","2.421302","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=404570 Ack=236718 Win=8211 Len=0"
"1507","2.424439","159.180.236.246","192.168.1.12","TLSv1.2","1096","Application Data"
"1508","2.424439","159.180.236.246","192.168.1.12","TLSv1.2","164","Application Data"
"1509","2.424455","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=404570 Ack=237870 Win=8207 Len=0"
"1510","2.424598","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1511","2.424724","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1512","2.429240","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1513","2.429240","159.180.236.246","192.168.1.12","TLSv1.2","310","Application Data"
"1514","2.429240","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1515","2.429240","159.180.236.246","192.168.1.12","TLSv1.2","138","Application Data"
"1516","2.429336","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=404714 Ack=239657 Win=8212 Len=0"
"1517","2.429610","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1518","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1519","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1520","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1521","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1522","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1523","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1524","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1525","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1526","2.432963","159.180.236.246","192.168.1.12","TLSv1.2","383","Application Data"
"1527","2.432963","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=251378 Ack=404714 Win=1025 Len=0"
"1528","2.433438","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=404786 Ack=251378 Win=8212 Len=0"
"1529","2.433795","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1530","2.433960","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1531","2.434032","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1532","2.434092","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1533","2.437485","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1534","2.437533","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1535","2.437551","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1536","2.437585","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"1537","2.437662","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"1538","2.439988","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1539","2.440135","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1540","2.441939","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=251378 Ack=404858 Win=1025 Len=0"
"1541","2.441939","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=251378 Ack=405074 Win=1025 Len=0"
"1542","2.444980","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1543","2.444980","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1544","2.444980","159.180.236.246","192.168.1.12","TLSv1.2","661","Application Data"
"1545","2.444980","159.180.236.246","192.168.1.12","TLSv1.2","287","Application Data"
"1546","2.444980","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=255066 Ack=407922 Win=1025 Len=0"
"1547","2.445078","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=410417 Ack=255066 Win=8212 Len=0"
"1548","2.445382","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1549","2.446176","192.168.1.12","159.180.236.246","TLSv1.2","235","Application Data"
"1550","2.446309","192.168.1.12","159.180.236.246","TLSv1.2","283","Application Data"
"1551","2.447683","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=255066 Ack=410068 Win=1025 Len=0"
"1552","2.447683","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=255066 Ack=410417 Win=1025 Len=0"
"1553","2.447683","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1554","2.447683","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1555","2.447747","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=410899 Ack=255210 Win=8211 Len=0"
"1556","2.448523","192.168.1.12","159.180.236.246","TLSv1.2","252","Application Data"
"1557","2.448752","192.168.1.12","159.180.236.246","TLSv1.2","225","Application Data"
"1558","2.448949","192.168.1.12","159.180.236.246","TLSv1.2","794","Application Data"
"1559","2.456410","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=255210 Ack=410670 Win=1025 Len=0"
"1560","2.456410","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1561","2.456410","159.180.236.246","192.168.1.12","TLSv1.2","318","Application Data"
"1562","2.456518","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=412008 Ack=256849 Win=8212 Len=0"
"1563","2.456869","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1564","2.469516","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1565","2.469617","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=256849 Ack=412008 Win=1025 Len=0"
"1566","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1567","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1568","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","400","Application Data"
"1569","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","346","Application Data"
"1570","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1571","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","1138","Application Data"
"1572","2.469622","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1573","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1574","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1575","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1576","2.469644","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1577","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1578","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1579","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1580","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1581","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1582","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1583","2.469669","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1584","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","850","Application Data"
"1585","2.469617","159.180.236.246","192.168.1.12","TLSv1.2","1185","Application Data"
"1586","2.469688","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"1587","2.469817","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=417145 Ack=267878 Win=8212 Len=0"
"1588","2.469860","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"1589","2.469946","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1590","2.470039","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1591","2.470090","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1592","2.470112","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1593","2.470130","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1594","2.470148","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1595","2.470165","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1596","2.479041","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=267878 Ack=413576 Win=1025 Len=0"
"1597","2.479041","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=267878 Ack=416424 Win=1025 Len=0"
"1598","2.479041","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=267878 Ack=417840 Win=1025 Len=0"
"1599","2.479041","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1600","2.484676","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1601","2.487486","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1602","2.487486","159.180.236.246","192.168.1.12","TLSv1.2","323","Application Data"
"1603","2.487486","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1604","2.487516","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=417912 Ack=269666 Win=8212 Len=0"
"1605","2.487739","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1606","2.495714","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1607","2.495848","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1608","2.495901","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1609","2.495951","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"1610","2.496000","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"1611","2.496136","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=269666 Ack=417984 Win=1025 Len=0"
"1612","2.499701","159.180.236.246","192.168.1.12","TLSv1.2","979","Application Data"
"1613","2.499701","159.180.236.246","192.168.1.12","TLSv1.2","164","Application Data"
"1614","2.499726","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=423183 Ack=270701 Win=8208 Len=0"
"1615","2.499960","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1616","2.505104","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=270701 Ack=420832 Win=1025 Len=0"
"1617","2.505104","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=270701 Ack=422978 Win=1025 Len=0"
"1618","2.505104","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=270701 Ack=423255 Win=1025 Len=0"
"1619","2.505104","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1620","2.505104","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1621","2.505270","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=423255 Ack=270845 Win=8207 Len=0"
"1622","2.514712","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1623","2.514712","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"1624","2.514767","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=423255 Ack=272483 Win=8212 Len=0"
"1625","2.515051","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1626","2.515465","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1627","2.515500","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1628","2.524035","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=272483 Ack=423471 Win=1025 Len=0"
"1629","2.525903","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1630","2.526017","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1631","2.526089","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1632","2.526139","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"1633","2.526176","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"1634","2.533680","159.180.236.246","192.168.1.12","TLSv1.2","337","Application Data"
"1635","2.533680","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=272766 Ack=426319 Win=1025 Len=0"
"1636","2.533680","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=272766 Ack=428464 Win=1025 Len=0"
"1637","2.535195","192.168.1.12","159.180.236.246","TLSv1.2","164","Application Data"
"1638","2.536325","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1639","2.536325","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1640","2.536425","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=428765 Ack=272910 Win=8210 Len=0"
"1641","2.539162","159.180.236.246","192.168.1.12","TLSv1.2","523","Application Data"
"1642","2.539936","192.168.1.12","159.180.236.246","TLSv1.2","239","Application Data"
"1643","2.543276","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1644","2.543276","159.180.236.246","192.168.1.12","TLSv1.2","342","Application Data"
"1645","2.543350","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=428950 Ack=275042 Win=8212 Len=0"
"1646","2.543693","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1647","2.551973","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275042 Ack=428950 Win=1025 Len=0"
"1648","2.556579","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1649","2.556646","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1650","2.556662","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1651","2.556676","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"1652","2.556827","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"1653","2.559674","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"1654","2.559721","192.168.1.12","159.180.236.246","TLSv1.2","681","Application Data"
"1655","2.560509","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"1656","2.560643","192.168.1.12","159.180.236.246","TLSv1.2","653","Application Data"
"1657","2.562078","192.168.1.12","159.180.236.246","TLSv1.2","1364","Application Data"
"1658","2.562183","192.168.1.12","159.180.236.246","TLSv1.2","360","Application Data"
"1659","2.565391","192.168.1.12","159.180.236.246","TLSv1.2","196","Application Data"
"1660","2.565421","2001:861:8b90:b750:407f:f00e:1d83:9918","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","DNS","144","Standard query 0xbc28 A b82e3e8e634c784504dac8de97c3a75d.safeframe.googlesyndication.com"
"1661","2.565472","2001:861:8b90:b750:407f:f00e:1d83:9918","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","DNS","144","Standard query 0xdc0c AAAA b82e3e8e634c784504dac8de97c3a75d.safeframe.googlesyndication.com"
"1662","2.566975","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275042 Ack=430446 Win=1025 Len=0"
"1663","2.566975","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275042 Ack=433294 Win=1025 Len=0"
"1664","2.566975","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275042 Ack=434221 Win=1025 Len=0"
"1665","2.566975","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1666","2.566975","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1667","2.567040","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=439825 Ack=275186 Win=8211 Len=0"
"1668","2.567900","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275186 Ack=436158 Win=1025 Len=0"
"1669","2.567900","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275186 Ack=438067 Win=1025 Len=0"
"1670","2.570367","159.180.236.246","192.168.1.12","TLSv1.2","143","Application Data"
"1671","2.570367","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=275275 Ack=439825 Win=1025 Len=0"
"1672","2.570367","159.180.236.246","192.168.1.12","TLSv1.2","143","Application Data"
"1673","2.570436","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=439825 Ack=275364 Win=8211 Len=0"
"1674","2.571764","159.180.236.246","192.168.1.12","TLSv1.2","143","Application Data"
"1675","2.571764","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1676","2.571764","159.180.236.246","192.168.1.12","TLSv1.2","317","Application Data"
"1677","2.571793","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=439825 Ack=277091 Win=8212 Len=0"
"1678","2.571916","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1679","2.573451","192.168.1.12","159.180.236.246","TLSv1.2","147","Application Data"
"1680","2.580069","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","2001:861:8b90:b750:407f:f00e:1d83:9918","DNS","203","Standard query response 0xbc28 A b82e3e8e634c784504dac8de97c3a75d.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com A 142.250.178.129"
"1681","2.580069","2001:861:8b90:b750:6eba:b8ff:fe02:9b3c","2001:861:8b90:b750:407f:f00e:1d83:9918","DNS","215","Standard query response 0xdc0c AAAA b82e3e8e634c784504dac8de97c3a75d.safeframe.googlesyndication.com CNAME pagead-googlehosted.l.google.com AAAA 2a00:1450:4007:80e::2001"
"1682","2.580721","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1683","2.580777","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1684","2.580794","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1685","2.580808","192.168.1.12","159.180.236.246","TLSv1.2","775","Application Data"
"1686","2.580822","192.168.1.12","159.180.236.246","TLSv1.2","245","Application Data"
"1687","2.582241","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=277091 Ack=439990 Win=1025 Len=0"
"1688","2.582241","159.180.236.246","192.168.1.12","TLSv1.2","255","Application Data"
"1689","2.583404","192.168.1.12","159.180.236.246","TLSv1.2","252","Application Data"
"1690","2.583451","192.168.1.12","159.180.236.246","TLSv1.2","165","Application Data"
"1691","2.588962","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=277292 Ack=442838 Win=1025 Len=0"
"1692","2.588962","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=277292 Ack=444983 Win=1025 Len=0"
"1693","2.588962","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=277292 Ack=445372 Win=1025 Len=0"
"1694","2.588962","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1695","2.588962","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1696","2.589031","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=445483 Ack=277436 Win=8211 Len=0"
"1697","2.591957","192.168.1.12","159.180.236.246","TLSv1.2","138","Application Data"
"1698","2.593419","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1699","2.593419","159.180.236.246","192.168.1.12","TLSv1.2","165","Application Data"
"1700","2.593419","159.180.236.246","192.168.1.12","TLSv1.2","126","Application Data"
"1701","2.593470","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=445567 Ack=277691 Win=8210 Len=0"
"1702","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","222","Application Data"
"1703","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1704","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","1478","Application Data"
"1705","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","1429","Application Data"
"1706","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","365","Application Data"
"1707","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","150","Application Data"
"1708","2.598143","159.180.236.246","192.168.1.12","TLSv1.2","165","Application Data"
"1709","2.598238","192.168.1.12","159.180.236.246","TCP","54","49018  >  4443 [ACK] Seq=445567 Ack=282600 Win=8212 Len=0"
"1710","2.598352","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1711","2.598389","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1712","2.598404","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1713","2.598416","192.168.1.12","159.180.236.246","TLSv1.2","126","Application Data"
"1714","2.598635","192.168.1.12","159.180.236.246","TLSv1.2","165","Application Data"
"1715","2.598882","192.168.1.12","159.180.236.246","TLSv1.2","161","Application Data"
"1716","2.604397","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1717","2.604464","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1718","2.604480","192.168.1.12","159.180.236.246","TLSv1.2","1478","Application Data"
"1719","2.604493","192.168.1.12","159.180.236.246","TLSv1.2","776","Application Data"
"1720","2.604507","192.168.1.12","159.180.236.246","TLSv1.2","259","Application Data"
"1721","2.606024","192.168.1.12","159.180.236.246","TLSv1.2","629","Application Data"
"1722","2.606896","159.180.236.246","192.168.1.12","TCP","60","4443  >  49018 [ACK] Seq=282600 Ack=446073 Win=1025 Len=0"
"1723","2.608207","192.168.1.12","159.180.236.246","TLSv1.2","207","Application Data"
